4	0	263.075	0.106451	0.160062	0.149976	0.243592	633.391
4	1	274.788	0.127942	0.181242	0.166194	0.27688	685.494
4	2	254.103	0.094615	0.150999	0.139665	0.226224	606.341
4	3	1466.26	1.24709	0.550839	1.11774	1.6686	2065.96
4	4	1429.8	1.52526	1.12588	1.40855	2.17374	1133.67
4	5	257.426	0.105231	0.157528	0.149092	0.240862	625.343
4	6	759.039	0.997886	0.39344	0.960651	1.38661	991.673
4	7	262.147	0.096667	0.157112	0.148885	0.236847	627.664
4	8	979.947	1.25971	0.652476	1.07688	1.68834	1340.92
4	9	199.602	0.017092	0.0377744	0.0383754	0.0564921	281.025
4	10	233.675	0.0497688	0.114289	0.112745	0.167995	511.42
4	11	236.642	0.0750798	0.122418	0.11282	0.182529	524.809
4	12	885.669	2.39603	0.747583	2.06972	2.63813	4668.05
4	13	200.746	0.0287216	0.0515853	0.0433233	0.0732253	316.464
4	14	404.851	0.124254	0.228507	0.253025	0.362062	374.399
4	15	865.653	1.03182	0.603211	0.899738	1.4432	935.663
4	16	1479.1	1.62175	1.13915	1.50105	2.26401	1187.22
4	17	1469.46	1.69694	1.11208	1.55095	2.30788	1210.96
4	18	408.03	0.139824	0.216933	0.214378	0.334928	388.509
4	19	791.585	1.28894	0.272433	1.31065	1.73293	1690.73
567	0	272.973	0.130944	0.161837	0.147003	0.254612	632.887
567	1	232.827	0.0576646	0.0952825	0.0998314	0.149513	466.755
567	2	228.043	0.0522149	0.0806726	0.0867932	0.129455	432.41
567	3	448.32	0.288687	0.287945	0.0210028	0.406872	662.317
567	4	590.197	0.311693	0.319982	0.0971424	0.45532	592.637
567	5	490.891	0.344639	0.345346	0.0567866	0.488787	738.83
567	6	495.03	0.354749	0.35615	0.059057	0.503515	801.828
567	7	215.623	0.0201214	0.0502365	0.0524833	0.0753784	332.741
567	8	227.361	0.0249053	0.0764749	0.0780739	0.112064	408.555
567	9	466.255	0.317335	0.317196	0.00956639	0.446904	714.771
567	10	423.946	0.181003	0.181446	0.134453	0.28906	410.768
567	11	443.728	0.233482	0.230589	0.0620751	0.333249	524.101
567	12	535.025	0.230844	0.269424	0.203794	0.408158	498.285
567	13	229.033	0.0607201	0.0833483	0.0834872	0.132645	434.5
567	14	421.075	0.154319	0.22606	0.255509	0.373609	424.592
567	15	248.539	0.0790467	0.125174	0.127767	0.195436	551.733
567	16	465.672	0.263845	0.272875	0.135704	0.401994	566.638
567	17	423.897	0.188037	0.193298	0.154083	0.310155	427.478
567	18	542.042	0.193874	0.241243	0.221255	0.379659	461.486
567	19	252.068	0.111344	0.136979	0.126249	0.216879	565.831
1157	0	488.645	0.314252	0.286884	0.403081	0.58307	742.142
1157	1	725.261	0.521963	0.663807	0.405239	0.923578	1178.01
1157	2	483.985	0.396725	0.325694	0.515514	0.721389	954.319
1157	3	578.928	0.681832	0.764491	0.394923	1.07594	1347.55
1157	4	489.953	0.606079	0.433652	0.697985	1.00453	1389.18
1157	5	423.396	0.294326	0.109844	0.314119	0.442629	806.621
1157	6	493.729	0.439233	0.307487	0.53655	0.751462	969.343
1157	7	696.92	0.48226	0.646264	0.431132	0.902462	1185.76
1157	8	734.722	0.523011	0.662709	0.398526	0.920564	1138.4
1157	9	488.673	0.713707	0.184229	0.688911	0.988983	1543.14
1157	10	463.937	0.175688	0.216345	0.277803	0.392542	574.105
1157	11	865.625	0.775183	0.81192	0.366988	1.15255	1389.22
1157	12	434.712	0.241066	0.231805	0.077084	0.342439	543.726
1157	13	3031.23	0.9791	0.337846	1.00214	1.38583	4278.89
1157	14	3072.58	0.863335	0.695717	1.13263	1.52199	4439.93
1157	15	487.611	0.322182	0.282481	0.242306	0.490509	583.492
1157	16	483.943	0.359683	0.31156	0.464516	0.660449	840.237
1157	17	728.328	0.53027	0.712794	0.496826	1.00169	1403.71
1157	18	471.642	0.643699	0.418292	0.699984	1.02126	1448.43
1157	19	402.223	0.113059	0.0632254	0.0951218	0.160643	412.968
1602	0	1477.03	0.417476	0.652282	0.765179	1.06764	1568.6
1602	1	433.79	0.126186	0.138236	0.164337	0.248851	278.403
1602	2	446.935	0.177601	0.495614	0.504726	0.722144	897.107
1602	3	1353.14	0.349116	0.998106	0.994071	1.3951	1992.37
1602	4	677.46	0.187328	0.126307	0.146278	0.268851	480.827
1602	5	1325.26	0.464598	0.827465	0.889753	1.26463	1620.46
1602	6	1421.68	0.34506	0.934025	0.96231	1.3362	1925.2
1602	7	536.094	0.142075	0.185218	0.229343	0.326692	470.361
1602	8	1394.24	0.296154	1.03879	1.02929	1.42887	2111.84
1602	9	441.671	0.152345	0.385532	0.402221	0.574091	710.886
1602	10	452.835	0.163217	0.134872	0.105503	0.236356	420.344
1602	11	487.364	0.222026	0.598627	0.575647	0.848052	1121.43
1602	12	434.41	0.15104	0.41775	0.428677	0.612968	746.529
1602	13	1453.43	0.317472	0.787045	0.827927	1.15553	1803.93
1602	14	544.765	0.137507	0.114034	0.134834	0.223654	381.529
1602	15	1334.89	0.342623	0.995572	0.983891	1.38587	2003.59
1602	16	501.974	0.163779	0.553714	0.527844	0.773188	989.196
1602	17	529.443	0.136586	0.289924	0.309245	0.443812	680.601
1602	18	1172.38	0.506148	0.831126	0.85071	1.25848	1541.95
1602	19	1167.66	0.533525	0.797887	0.826775	1.23572	1458.54
2064	0	453.545	0.285194	0.28856	0.081431	0.412437	822.589
2064	1	381.434	0.226114	0.291478	0.20879	0.422735	948.566
2064	2	268.71	0.0751601	0.165132	0.153505	0.237425	649.803
2064	3	265.43	0.0713521	0.162426	0.151848	0.233295	639.381
2064	4	441.148	0.238883	0.232478	0.0821389	0.342549	713.483
2064	5	607.885	0.829484	0.819018	0.146598	1.14239	1390.35
2064	6	256.869	0.0516944	0.147603	0.141129	0.210483	593.579
2064	7	508.294	0.516408	0.51425	0.099415	0.727568	686.769
2064	8	277.511	0.0989308	0.179711	0.160468	0.26016	687.274
2064	9	349.273	0.154063	0.229252	0.181638	0.330026	819.225
2064	10	321.913	0.129031	0.226708	0.214991	0.337411	822.846
2064	11	380.816	0.215926	0.281901	0.204741	0.408851	925.78
2064	12	475.969	0.46501	0.46256	0.068556	0.653634	690.991
2064	13	614.335	0.830308	0.819315	0.129977	1.14111	1293.11
2064	14	260.742	0.0690484	0.159418	0.147494	0.227687	626.193
2064	15	251.242	0.0472561	0.147526	0.14261	0.210382	585.359
2064	16	265.173	0.0834943	0.169465	0.151602	0.241984	652.958
2064	17	327.333	0.137058	0.229861	0.205467	0.33679	824.125
2064	18	465	0.238859	0.21681	0.162721	0.360591	580.734
2064	19	352.666	0.150783	0.224699	0.177728	0.323225	805.447
4925	0	558.254	0.611462	0.692857	0.330153	0.965167	1189.37
4925	1	559.553	0.575209	0.705786	0.398503	0.977933	1415.71
4925	2	593.31	0.586468	0.733691	0.435875	1.01773	1354.66
4925	3	687.653	0.522167	0.902653	1.0435	1.42164	1831.85
4925	4	595.659	0.558365	0.741411	0.474978	1.02475	1498.4
4925	5	602.286	0.549962	0.741066	0.486646	1.02548	1480.99
4925	6	633.584	0.641454	0.726762	0.482826	1.06373	1067.26
4925	7	615.598	0.575709	0.737142	0.485771	1.03584	1324.11
4925	8	600.257	0.548221	0.74873	0.496863	1.03432	1559.68
4925	9	584.698	0.571185	0.736251	0.469593	1.02567	1624.12
4925	10	706.6	0.981328	0.611139	0.825069	1.37592	1881.55
4925	11	835.343	0.573649	0.61546	0.222574	0.858176	816.263
4925	12	512.928	0.162979	0.489724	0.466145	0.689176	898.457
4925	13	606.549	0.584631	0.733429	0.4596	1.02662	1302.71
4925	14	581.4	0.619951	0.726835	0.368442	1.00591	1289.72
4925	15	703.111	0.538832	0.909124	1.07253	1.44869	1898.38
4925	16	726.019	0.962356	0.608171	0.814401	1.35751	1823.37
4925	17	721.974	0.618248	0.876849	1.09684	1.47589	1939.43
4925	18	599.149	0.572044	0.737599	0.459267	1.02249	1402.22
4925	19	840.464	0.542218	0.622194	0.297677	0.865808	968.212
5770	0	563.589	0.400058	0.577931	0.419861	0.810212	1041.83
5770	1	539.894	0.479095	0.552	0.269285	0.770908	932.865
5770	2	546.275	0.411219	0.546489	0.362715	0.766909	945.126
5770	3	532.253	0.470755	0.471246	0.0211448	0.660294	653.475
5770	4	1518.17	0.585698	0.60847	0.85507	1.17472	1416.74
5770	5	1493.93	0.550619	0.644339	0.852146	1.17468	1483.17
5770	6	578.184	0.622137	0.633266	0.1811	0.891763	1124.41
5770	7	1478.62	0.511512	0.65877	0.822253	1.14602	1538.94
5770	8	1530.33	0.397077	0.633888	0.744426	1.03595	1679.85
5770	9	1512.93	0.477083	0.620226	0.79095	1.09064	1517.58
5770	10	571.515	0.188758	0.507069	0.528031	0.748051	970.603
5770	11	528.563	0.478441	0.494828	0.123946	0.692687	744.358
5770	12	1490.01	0.544906	0.649498	0.850827	1.17395	1493.76
5770	13	1628.25	0.626137	0.403115	0.74692	1.03545	1270.69
5770	14	572.451	0.257165	0.540756	0.505721	0.775551	1002.61
5770	15	481.154	0.224151	0.203848	0.112071	0.322476	124.955
5770	16	497.196	0.26062	0.305719	0.196648	0.445896	300.894
5770	17	1659.63	0.101132	0.361655	0.365837	0.521483	1844.78
5770	18	1505.16	0.560982	0.622259	0.838491	1.15941	1484.09
5770	19	1517.7	0.553528	0.546466	0.779508	1.08046	1403.18
6294	0	451.751	0.358717	0.355616	0.0870432	0.509913	1162.15
6294	1	444.356	0.345267	0.337268	0.0756017	0.486229	1093.03
6294	2	433.331	0.302878	0.318761	0.143219	0.460721	879.712
6294	3	443.695	0.342831	0.334893	0.0729667	0.482512	1080.07
6294	4	436.726	0.325179	0.320378	0.0939072	0.464104	987.938
